REGIAO:;CO;;;;;;;
UF:;MS;;;;;;;
ESTACAO:;BONITO;;;;;;;
CODIGO (WMO):;S704;;;;;;;
LATITUDE:;-21,246756;;;;;;;
LONGITUDE:;-56,450442;;;;;;;
ALTITUDE:;329;;;;;;;
DATA DE FUNDACAO:;06/08/2018;;;;;;;
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s)
14/04/2020;0600 UTC;0;972,5;20,3;98;316;2,8;1,8
14/04/2020;0700 UTC;0;972,7;20,8;98;203;6,9;3,9
14/04/2020;0800 UTC;0;972,4;20,8;97;200;8,5;5,6
14/04/2020;0900 UTC;0;973,7;20,4;97;190;11;6,5
14/04/2020;1000 UTC;0;974,5;20;95;181;10,3;5,9
14/04/2020;1100 UTC;0;975,4;20,5;96;185;9,8;5,7
14/04/2020;1200 UTC;0,2;975,7;21,8;94;176;9,5;5,9
14/04/2020;1300 UTC;0;976;23;88;173;12;6,5
14/04/2020;1400 UTC;0;976,1;23,6;85;184;10,1;6,1
14/04/2020;1500 UTC;0;975,5;23,8;77;185;10,2;5,4
14/04/2020;1600 UTC;0;975,4;25,3;76;197;8,5;4,1
14/04/2020;1700 UTC;0;975;25,3;68;211;8,1;4,3
14/04/2020;1800 UTC;0;974,5;26,5;64;191;9,5;5
14/04/2020;1900 UTC;0;974;25,6;58;195;9,5;5,4
14/04/2020;2000 UTC;0;973,9;24,6;59;196;9;6
14/04/2020;2100 UTC;0;974,2;22,5;62;189;9,8;4,5
14/04/2020;2200 UTC;0;974,8;19,9;69;195;7;4
14/04/2020;2300 UTC;0;975,5;18;79;201;6,3;3,2
15/04/2020;0000 UTC;0;976,4;17;81;197;5,2;3,6
15/04/2020;0100 UTC;0;976,9;15,9;84;206;5,5;4,1
15/04/2020;0200 UTC;0;976,9;14,9;83;197;5,9;4
15/04/2020;0300 UTC;0;977,3;13,5;87;223;5,6;3,8
15/04/2020;0400 UTC;0;977,2;13,2;86;208;5,8;3,8
15/04/2020;0500 UTC;0;977,1;12,9;86;205;7,3;4,3
15/04/2020;0600 UTC;0;977,3;12,7;85;206;5,8;4,1
15/04/2020;0700 UTC;0;977,8;11,7;88;196;5,4;2,6
15/04/2020;0800 UTC;0;977,9;10,9;89;218;4,5;3,2
15/04/2020;0900 UTC;0;978,6;10,5;90;227;4,1;2,3
15/04/2020;1000 UTC;0;979,5;10,6;92;213;4,2;3,5
15/04/2020;1100 UTC;0;980,1;13,2;89;194;4,4;3
15/04/2020;1200 UTC;0;980,4;16,8;84;155;8,5;5,9
15/04/2020;1300 UTC;0;980,9;18,9;64;158;11,1;6,9
15/04/2020;1400 UTC;0;981,1;21,2;53;160;10,4;5,8
15/04/2020;1500 UTC;0;980,3;22,4;46;163;8,7;4,1
15/04/2020;1600 UTC;0;979,4;23,4;40;135;8,1;4,9
15/04/2020;1700 UTC;0;978,9;24,4;37;162;8;3,9
15/04/2020;1800 UTC;0;978,4;24,4;34;156;7,8;4
15/04/2020;1900 UTC;0;978;24,7;35;150;7,1;3,5
15/04/2020;2000 UTC;0;978,1;23,6;37;161;6,8;3
15/04/2020;2100 UTC;0;978,3;21,6;45;156;5,4;2,1
15/04/2020;2200 UTC;0;978,6;18,3;61;179;3,2;2,5
15/04/2020;2300 UTC;0;978,7;16,4;65;207;3,5;3,1
16/04/2020;0000 UTC;0;979,4;14,8;74;219;3,9;3,2
16/04/2020;0100 UTC;0;979,5;13;84;160;4,3;1,7
16/04/2020;0200 UTC;0;979,7;13,3;84;223;3,2;1,3
16/04/2020;0300 UTC;0;979,8;11,5;86;225;3,2;2
16/04/2020;0400 UTC;0;980;11,3;87;222;3;2,4
16/04/2020;0500 UTC;0;979,8;11;89;218;3,4;1,6
16/04/2020;0600 UTC;0;980;10,6;88;229;3,9;2,4
16/04/2020;0700 UTC;0;980,1;10,7;89;242;3,3;2
16/04/2020;0800 UTC;0;980,3;11,1;88;270;2,5;1,7
16/04/2020;0900 UTC;0;980,8;10,5;86;231;2,3;1,7
16/04/2020;1000 UTC;0;981,8;10,3;88;228;2,3;1,3
16/04/2020;1100 UTC;0;982,6;13,5;89;220;3,4;2
16/04/2020;1200 UTC;0;983,4;16,7;84;201;3,4;2,3
16/04/2020;1300 UTC;0;984,1;19,6;68;149;4,2;1,9
16/04/2020;1400 UTC;0;984;22;56;125;6,6;3,4
16/04/2020;1500 UTC;0;983,3;22,9;47;162;7,2;3,7
16/04/2020;1600 UTC;0;982,2;24,3;45;176;9;3,7
16/04/2020;1700 UTC;0;981,6;25,5;44;195;7,1;3,4
16/04/2020;1800 UTC;0;980,9;25,8;41;142;7,5;3,9
16/04/2020;1900 UTC;0;980,4;25,9;37;155;8,2;3,5
16/04/2020;2000 UTC;0;980,5;25,3;38;159;6,6;3,8
16/04/2020;2100 UTC;0;980,5;22,3;47;171;6,3;2,8
16/04/2020;2200 UTC;0;980,6;19;60;188;4;3,1
16/04/2020;2300 UTC;0;981,2;17,3;66;208;4;3,3
17/04/2020;0000 UTC;0;982;16,2;72;209;4,6;2,5
17/04/2020;0100 UTC;0;982,4;15,1;82;156;3;1,5
17/04/2020;0200 UTC;0;982,4;14,4;80;200;2,8;2,3
17/04/2020;0300 UTC;0;982,4;13,5;80;220;3,2;2,5
17/04/2020;0400 UTC;0;982,2;12,6;85;234;3;1,5
17/04/2020;0500 UTC;0;982;12,7;85;211;3,9;3,3
17/04/2020;0600 UTC;0;981,7;12,1;83;231;3,8;1,3
17/04/2020;0700 UTC;0;981,4;11,8;82;223;2,9;2,5
17/04/2020;0800 UTC;0;981,4;11,2;85;224;3,2;2,2
17/04/2020;0900 UTC;0;981,5;11;87;256;2,6;1,5
17/04/2020;1000 UTC;0;982;10,5;89;244;2,3;1,9
17/04/2020;1100 UTC;0;982,5;14;89;234;4,4;2,2
17/04/2020;1200 UTC;0;983,1;17,9;84;245;3;1,5
17/04/2020;1300 UTC;0;983,6;21,2;67;126;4,2;2,4
17/04/2020;1400 UTC;0;983,5;23,6;51;82;5;1,9
17/04/2020;1500 UTC;0;982,8;24,9;43;78;5;2,1
17/04/2020;1600 UTC;0;982;26,5;38;283;5;1,3
17/04/2020;1700 UTC;0;981,2;27,4;36;210;6,2;2,2
17/04/2020;1800 UTC;0;980,1;28;33;185;4,8;2,1
17/04/2020;1900 UTC;0;979,8;27,7;33;182;6,2;2,6
17/04/2020;2000 UTC;0;979,9;27,1;34;164;6,8;3,5
17/04/2020;2100 UTC;0;979,9;23,6;43;194;6,4;3,9
17/04/2020;2200 UTC;0;980;20;54;206;5,5;3,4
17/04/2020;2300 UTC;0;980,3;18,2;62;205;4,5;3,8
18/04/2020;0000 UTC;0;981;16,6;69;215;4,7;3,8
18/04/2020;0100 UTC;0;981,3;16;72;214;5,3;4,2
18/04/2020;0200 UTC;0;981,6;15,3;76;224;5,3;3,4
18/04/2020;0300 UTC;0;981,2;15,2;78;214;5,4;3,7
18/04/2020;0400 UTC;0;980,7;13,9;84;231;5,2;3,2
18/04/2020;0500 UTC;0;980,2;13,3;86;238;3,9;2,9
18/04/2020;0600 UTC;0;979,9;13,5;86;230;4,1;3,4
18/04/2020;0700 UTC;0;979,8;13,1;85;228;4,1;2,4
18/04/2020;0800 UTC;0;979,6;13;86;224;2,9;0,9
18/04/2020;0900 UTC;0;980,1;13;86;239;2,2;1,3
18/04/2020;1000 UTC;0;980,6;12,8;87;231;2,5;1,6
18/04/2020;1100 UTC;0;981,2;15,9;85;264;2,1;1,3
18/04/2020;1200 UTC;0;981,7;19,7;77;237;2,8;1,7
18/04/2020;1300 UTC;0;982,1;22,8;68;152;4,8;2,1
18/04/2020;1400 UTC;0;981,7;25,8;53;92;5,5;2,6
18/04/2020;1500 UTC;0;981,2;27,2;45;75;5,5;3
18/04/2020;1600 UTC;0;980,5;28,7;44;44;5,6;2,5
18/04/2020;1700 UTC;0;979,5;29,5;44;79;5,1;2,1
18/04/2020;1800 UTC;0;978,8;29,2;37;29;4,6;1,6
18/04/2020;1900 UTC;0;978,4;29,7;36;5;4,4;1,1
18/04/2020;2000 UTC;0;978,2;28,8;39;62;3,8;2,1
18/04/2020;2100 UTC;0;978,3;26;49;90;3,3;1,8
18/04/2020;2200 UTC;0;978,3;22;62;118;2,6;1
18/04/2020;2300 UTC;0;978,6;20,7;67;125;1,2;0,5
19/04/2020;0000 UTC;0;979,1;19,8;75;312;1,8;1,6
19/04/2020;0100 UTC;0;979,7;17,5;85;214;1,8;0,6
19/04/2020;0200 UTC;0;979,7;17,1;85;233;2,4;1,8
19/04/2020;0300 UTC;0;979,7;16,9;88;252;2,6;0,9
19/04/2020;0400 UTC;0;979,3;16,2;89;266;1,8;0,6
19/04/2020;0500 UTC;0;978,9;15,3;90;297;1,8;0,9
19/04/2020;0600 UTC;0;978,5;15,5;92;276;1,6;1
19/04/2020;0700 UTC;0;978,5;15,1;91;314;2;1,7
19/04/2020;0800 UTC;0;978,4;14,2;94;246;2,3;1,1
19/04/2020;0900 UTC;0;978,5;14,3;95;329;2,3;1
19/04/2020;1000 UTC;0;979,2;14,6;94;281;2,2;1
19/04/2020;1100 UTC;0;979,6;16,9;94;242;2;0,8
19/04/2020;1200 UTC;0;980;21,2;90;210;2,3;0,7
19/04/2020;1300 UTC;0;980,3;24,2;75;82;4;2,2
19/04/2020;1400 UTC;0;980,1;26,6;60;68;6,1;3,4
19/04/2020;1500 UTC;0;979,7;28;54;23;5,9;3,1
19/04/2020;1600 UTC;0;978,8;29,7;51;22;6,1;3,1
19/04/2020;1700 UTC;0;978;30;50;39;6,9;3
19/04/2020;1800 UTC;0;977,2;30,1;50;30;6,4;2
19/04/2020;1900 UTC;0;977;30,4;47;54;4,8;1,7
19/04/2020;2000 UTC;0;976,8;30,1;47;339;4;1,4
19/04/2020;2100 UTC;0;976,8;27,1;54;74;2,7;2,2
19/04/2020;2200 UTC;0;976,7;23,3;71;89;2,8;1,3
19/04/2020;2300 UTC;0;977,2;21,6;77;96;1,9;1
20/04/2020;0000 UTC;0;977,8;20,7;80;250;2,4;1,4
20/04/2020;0100 UTC;0;978,1;19,6;85;320;2,4;0,5
20/04/2020;0200 UTC;0;978,5;18,9;91;193;3,1;0,8
20/04/2020;0300 UTC;0;978,5;18;93;303;1,7;0,4
20/04/2020;0400 UTC;0;978,3;18,2;94;291;1,9;1,1
20/04/2020;0500 UTC;0;978;17,6;94;299;2,3;1,5
20/04/2020;0600 UTC;0;977,8;17,5;96;274;2,2;1
20/04/2020;0700 UTC;0;977,8;17;96;237;1,8;0,7
20/04/2020;0800 UTC;0;977,5;16,3;96;238;1,5;1,1
20/04/2020;0900 UTC;0;977,6;15,9;98;201;2,3;0,9
20/04/2020;1000 UTC;0;978,3;16,5;97;253;1,9;0,6
20/04/2020;1100 UTC;0;978,9;18,8;97;230;1,5;1,1
20/04/2020;1200 UTC;0;979,4;22,6;92;198;2,1;1,1
20/04/2020;1300 UTC;0;979,7;26,3;77;6;2,7;1,4
20/04/2020;1400 UTC;0;979,5;28;64;13;5,4;2,6
20/04/2020;1500 UTC;0;978,9;29,5;61;19;5,5;2,8
20/04/2020;1600 UTC;0;978,1;30,3;58;4;5,2;1,8
20/04/2020;1700 UTC;0;977,2;31,3;54;327;5,2;2,8
20/04/2020;1800 UTC;0;976,3;31,8;50;42;5,6;2,1
20/04/2020;1900 UTC;0;975,7;31,5;46;120;3,7;1,8
20/04/2020;2000 UTC;0;975,4;30,6;49;52;5;2,8
20/04/2020;2100 UTC;0;975,3;28,2;55;90;4,4;1,9
20/04/2020;2200 UTC;0;975,4;24,9;68;101;2,8;1,7
20/04/2020;2300 UTC;0;975,9;24;71;75;2,4;0,8
21/04/2020;0000 UTC;0;976,5;22,4;80;250;1,5;0,9
21/04/2020;0100 UTC;0;976,9;20,8;85;231;2;0,8
21/04/2020;0200 UTC;0;977,2;19,9;88;262;2;0,4
21/04/2020;0300 UTC;0;977,5;19,9;89;324;2,2;1,4
21/04/2020;0400 UTC;0;977,5;19;91;308;2,5;1,5
21/04/2020;0500 UTC;0;977,1;18,5;94;308;2,1;1,5
21/04/2020;0600 UTC;0;977;17,4;94;274;2;0,7
21/04/2020;0700 UTC;0;976,8;16,8;98;153;1,6;0,6
21/04/2020;0800 UTC;0;976,7;16,4;98;255;1,8;1,3
21/04/2020;0900 UTC;0;977,1;16,1;98;248;1,8;0,7
21/04/2020;1000 UTC;0;977,8;16,5;98;254;1,6;0,6
21/04/2020;1100 UTC;0;978,4;19,1;96;205;1,8;0,5
21/04/2020;1200 UTC;0;979;22,5;89;173;2,8;1,6
21/04/2020;1300 UTC;0;979,2;26,7;77;143;2,9;1
21/04/2020;1400 UTC;0;978,9;28,2;64;44;5,5;2,1
21/04/2020;1500 UTC;0;978;29,8;60;9;4;1,6
21/04/2020;1600 UTC;0;977;31,4;55;332;5;2,5
21/04/2020;1700 UTC;0;976,1;32,4;46;235;6,5;2,9
21/04/2020;1800 UTC;0;975,1;32,5;42;98;6,5;1,7
21/04/2020;1900 UTC;0;974,7;32,3;40;170;8,7;4
21/04/2020;2000 UTC;0;974,4;31;44;130;7;4,1
21/04/2020;2100 UTC;0;974,4;28,8;46;127;5,9;3,1
21/04/2020;2200 UTC;0;974,5;24;63;131;4,2;1,4
21/04/2020;2300 UTC;0;975,2;23,4;66;131;2;1,1
22/04/2020;0000 UTC;0;976;21,4;74;257;2,9;2,2
22/04/2020;0100 UTC;0;976,8;20,8;81;208;3,4;2,8
22/04/2020;0200 UTC;0;976,9;19,6;80;224;3,6;1,6
22/04/2020;0300 UTC;0;977;19,2;81;253;2,3;1,9
22/04/2020;0400 UTC;0;976,7;18,7;86;313;2,3;1,4
22/04/2020;0500 UTC;0;976,2;17,9;86;298;2,7;1,2
22/04/2020;0600 UTC;0;975,9;16,9;90;228;2,1;0,8
22/04/2020;0700 UTC;0;975,9;16,3;94;257;2,1;1,1
22/04/2020;0800 UTC;0;976;16,5;94;298;2,1;1,3
22/04/2020;0900 UTC;0;976,2;15,5;95;211;1,9;1,2
22/04/2020;1000 UTC;0;976,8;15,4;95;201;1,5;0,7
22/04/2020;1100 UTC;0;977,6;18,6;95;295;1,8;1,1
22/04/2020;1200 UTC;0;977,9;22,8;88;237;1,7;0,6
22/04/2020;1300 UTC;0;978,3;26,6;73;48;6,2;3,5
22/04/2020;1400 UTC;0;978,1;28,6;57;48;6,2;2,8
22/04/2020;1500 UTC;0;977,3;29,8;53;49;6,6;3,2
22/04/2020;1600 UTC;0;976,2;30,3;51;35;7,4;3,2
22/04/2020;1700 UTC;0;975,3;32,3;48;312;9,9;2,1
22/04/2020;1800 UTC;0;974,6;32;39;335;4,6;2
22/04/2020;1900 UTC;0;973,9;31,8;37;96;4,3;1,7
22/04/2020;2000 UTC;0;973,8;30,6;41;96;4,6;2,7
22/04/2020;2100 UTC;0;973,9;27,7;48;92;4,3;2,2
22/04/2020;2200 UTC;0;973,9;23,8;64;99;3,1;1,9
22/04/2020;2300 UTC;0;974,1;22,1;70;89;2,1;1,6
23/04/2020;0000 UTC;0;974,5;22,3;71;72;2;0,8
23/04/2020;0100 UTC;0;975;20;79;314;2,7;2,3
23/04/2020;0200 UTC;0;975,2;18,3;88;224;2,6;0,7
23/04/2020;0300 UTC;0;975,5;18,2;89;282;2,7;1,7
23/04/2020;0400 UTC;0;975,6;17,2;94;208;2,4;0,8
23/04/2020;0500 UTC;0;975,4;16,5;94;279;2,9;1
23/04/2020;0600 UTC;0;975,2;16,2;95;321;2,9;1,2
23/04/2020;0700 UTC;0;974,9;16,2;94;301;2,1;1,6
23/04/2020;0800 UTC;0;974,4;16;93;311;2,4;2,1
23/04/2020;0900 UTC;0;974,7;15,3;93;337;2,4;1,8
23/04/2020;1000 UTC;0;975,1;17;94;351;3,7;2,2
23/04/2020;1100 UTC;0;976;19,4;86;335;3,6;1,9
23/04/2020;1200 UTC;0;976,6;22,6;83;358;3,9;2,4
23/04/2020;1300 UTC;0;976,6;26;69;41;7,1;4,6
23/04/2020;1400 UTC;0;976,8;28;56;17;7,1;2,5
23/04/2020;1500 UTC;0;976,3;29,9;52;14;5,1;2,7
23/04/2020;1600 UTC;0;975,3;30,6;47;39;6,3;3
23/04/2020;1700 UTC;0;974,4;31,6;44;15;6;2,6
23/04/2020;1800 UTC;0;973,5;31,9;43;3;6;1,9
23/04/2020;1900 UTC;0;973;32;42;33;5,6;2,4
23/04/2020;2000 UTC;0;973,1;31,1;39;47;5,4;3
23/04/2020;2100 UTC;0;973,2;27,8;52;85;4,7;2,9
23/04/2020;2200 UTC;0;973;23,6;65;70;3,9;2,4
23/04/2020;2300 UTC;0;973,3;21,9;69;54;3,5;2,4
24/04/2020;0000 UTC;0;973,6;23,7;70;38;4,1;2,7
24/04/2020;0100 UTC;0;973,9;20,5;82;317;3,6;1,8
24/04/2020;0200 UTC;0;974,1;18,9;88;16;3;0,6
24/04/2020;0300 UTC;0;974,3;19,1;85;55;1,9;1,3
24/04/2020;0400 UTC;0;974,3;19;85;2;3,2;1,7
24/04/2020;0500 UTC;0;974;18,4;85;319;3,3;1,3
24/04/2020;0600 UTC;0;973,9;16,5;86;268;2,4;0,9
24/04/2020;0700 UTC;0;973,8;15,7;95;206;3;1,9
24/04/2020;0800 UTC;0;973,8;15,8;92;310;3;2,1
24/04/2020;0900 UTC;0;974,1;15,4;94;333;2,8;2
24/04/2020;1000 UTC;0;974,9;14,8;95;314;2,8;0,7
24/04/2020;1100 UTC;0;976;18,3;95;259;1,6;0,5
24/04/2020;1200 UTC;0;976,3;22,5;86;297;1,9;0,9
24/04/2020;1300 UTC;0;976,7;25,7;68;28;5,6;2,4
24/04/2020;1400 UTC;0;976,4;26,9;56;21;7;4,3
24/04/2020;1500 UTC;0;975,5;29,3;53;38;7,4;3,9
24/04/2020;1600 UTC;0;974,5;30,4;50;4;7,3;4,1
24/04/2020;1700 UTC;0;973,5;31,5;47;36;9,4;5,3
24/04/2020;1800 UTC;0;972,9;31,8;47;18;9,6;4,9
24/04/2020;1900 UTC;0;972,4;32;47;37;9,2;4,4
24/04/2020;2000 UTC;0;972,3;31,1;50;23;8,4;3,7
24/04/2020;2100 UTC;0;972,3;29;57;30;7,2;2,7
24/04/2020;2200 UTC;0;972,5;25,9;67;51;4,1;2,5
24/04/2020;2300 UTC;0;972,9;24,8;72;53;4,2;2,3
25/04/2020;0000 UTC;0;973,6;25,5;72;38;4,2;3
25/04/2020;0100 UTC;0;973,9;25,4;69;22;4,7;2,5
25/04/2020;0200 UTC;0;974;24,7;71;33;3,5;2,3
25/04/2020;0300 UTC;0;974,1;22,9;81;47;3,2;2
25/04/2020;0400 UTC;0;974,1;22,6;81;36;2,9;1,5
25/04/2020;0500 UTC;0;973,9;22,8;82;356;3,9;1,5
25/04/2020;0600 UTC;0;973,9;23,1;88;359;3;2,1
25/04/2020;0700 UTC;0;974;22,4;84;347;3,1;1,3
25/04/2020;0800 UTC;0;974,3;22,4;83;342;2,5;1,6
25/04/2020;0900 UTC;0;975;22,1;90;322;2;0,9
25/04/2020;1000 UTC;0;975,8;22,8;84;21;2,7;1,8
25/04/2020;1100 UTC;0;976,7;25,1;80;38;3,3;2,4
25/04/2020;1200 UTC;0;977,2;26,6;73;38;4,8;3,7
25/04/2020;1300 UTC;0;977,7;28;69;27;7,1;4,2
25/04/2020;1400 UTC;0;977,8;30,2;68;17;8;3,5
25/04/2020;1500 UTC;0;977,2;30,8;64;19;8;3,9
25/04/2020;1600 UTC;0;976,3;32,1;62;3;8,6;4,9
25/04/2020;1700 UTC;0;975,7;32,8;53;359;9,4;4,3
25/04/2020;1800 UTC;0;974,9;33,4;45;355;7,5;3,7
25/04/2020;1900 UTC;0;974,5;33,1;42;18;7,1;3,3
25/04/2020;2000 UTC;0;974,5;32,6;41;348;6,6;2,5
25/04/2020;2100 UTC;0;974,8;30,1;53;36;4,1;1,9
25/04/2020;2200 UTC;0;975,1;26,2;69;70;3,9;1,9
25/04/2020;2300 UTC;0;975,6;26;74;58;3;2,4
26/04/2020;0000 UTC;0;976,3;24,5;78;55;2,7;1,9
26/04/2020;0100 UTC;0;977;23,4;83;254;2,4;0,9
26/04/2020;0200 UTC;0;977,1;22,7;85;264;1,8;0,5
26/04/2020;0300 UTC;0;977,4;21,7;88;290;1,5;0,5
26/04/2020;0400 UTC;0;977,6;20,9;92;159;1,1;0,8
26/04/2020;0500 UTC;0;977,5;21;93;227;2,7;2,3
26/04/2020;0600 UTC;0;977,3;20,9;91;303;2,7;0,8
26/04/2020;0700 UTC;0;977,2;20,9;92;308;1,4;1
26/04/2020;0800 UTC;0;977,2;20,8;95;278;1,8;1,5
26/04/2020;0900 UTC;0;977,5;20,3;95;318;2,2;0,8
26/04/2020;1000 UTC;0;978,5;20,2;96;265;2,3;1,5
26/04/2020;1100 UTC;0;979,2;23,3;96;326;2,3;0,3
26/04/2020;1200 UTC;0;979,7;27,2;85;360;2;0,6
26/04/2020;1300 UTC;0;980,1;29,4;72;26;6,1;3,2
26/04/2020;1400 UTC;0;980,2;31;65;39;6,9;4,1
26/04/2020;1500 UTC;0;979,5;32;60;36;8,4;5
26/04/2020;1600 UTC;0;978,8;33,1;57;32;8,3;3,9
26/04/2020;1700 UTC;0;977,9;33,8;54;32;8,1;4,1
26/04/2020;1800 UTC;0;977,1;31,7;57;49;8,2;3,1
26/04/2020;1900 UTC;0;976,4;31,8;60;15;5,5;1,8
26/04/2020;2000 UTC;0;976,3;31,6;57;45;6,7;3,7
26/04/2020;2100 UTC;0;976,5;28,8;69;342;5,3;2,7
26/04/2020;2200 UTC;0;976,7;27,3;75;356;4,1;2
26/04/2020;2300 UTC;0;977,1;24,8;84;99;3;1,1
27/04/2020;0000 UTC;0;978,2;23,8;87;265;1,9;1,2
27/04/2020;0100 UTC;0;978,6;23,3;91;98;1,6;1,2
27/04/2020;0200 UTC;0;978,7;22,7;92;100;1,8;1,3
27/04/2020;0300 UTC;0;979,2;22,2;93;306;1,7;0,5
27/04/2020;0400 UTC;0;979,2;22;97;204;1,7;0,5
27/04/2020;0500 UTC;0;978,9;21,2;97;124;1;0,3
27/04/2020;0600 UTC;0;978,9;20,6;98;35;2,5;0,5
27/04/2020;0700 UTC;0;978,9;20,2;98;173;1,3;0,6
27/04/2020;0800 UTC;0;978,7;19,6;98;311;2,5;0,4
27/04/2020;0900 UTC;0;978,8;19,4;98;333;2,3;1,9
27/04/2020;1000 UTC;0;979,5;18,8;98;309;2,3;1,2
27/04/2020;1100 UTC;0;980,2;21,4;98;49;1,9;1
27/04/2020;1200 UTC;0;980,4;24,8;91;32;6,4;4
27/04/2020;1300 UTC;0;980,7;28,3;66;48;8,6;5
27/04/2020;1400 UTC;0;980,4;29,6;50;39;10,6;5,6
27/04/2020;1500 UTC;0;979,3;30,8;45;30;10,7;5,7
27/04/2020;1600 UTC;0;978,4;30,9;40;40;12;6,6
27/04/2020;1700 UTC;0;977,6;31,8;39;43;10,6;4,6
27/04/2020;1800 UTC;0;976,8;31,7;37;62;8,7;4,8
27/04/2020;1900 UTC;0;976,3;31,1;39;49;8,4;3,7
27/04/2020;2000 UTC;0;976,1;30,6;40;57;6,8;4
27/04/2020;2100 UTC;0;976,1;28,4;51;49;5,6;1,4
27/04/2020;2200 UTC;0;976,1;24,2;65;114;2,1;0,9
27/04/2020;2300 UTC;0;976,4;22,4;75;105;2,3;1,9
28/04/2020;0000 UTC;0;976,7;22,7;75;107;2,3;1,6
28/04/2020;0100 UTC;0;976,9;22,1;73;87;4;2,5
28/04/2020;0200 UTC;0;976,9;21,2;79;55;4;2
28/04/2020;0300 UTC;0;977;21,7;74;50;4,5;3
28/04/2020;0400 UTC;0;977;21,2;80;34;4,8;1,9
28/04/2020;0500 UTC;0;976,8;20,4;86;43;3,4;2,6
28/04/2020;0600 UTC;0;976,6;21,3;77;18;3,4;1,9
28/04/2020;0700 UTC;0;976,4;18,9;86;309;2,9;0,9
28/04/2020;0800 UTC;0;976,2;18,3;87;324;3,4;2,1
28/04/2020;0900 UTC;0;976,7;19,4;90;4;3,9;2,3
28/04/2020;1000 UTC;0;977,2;19,4;84;359;4,1;2,2
28/04/2020;1100 UTC;0;977,7;20,2;80;334;3,9;2,8
28/04/2020;1200 UTC;0;978;23,6;78;5;6;2,9
28/04/2020;1300 UTC;0;978,3;26,1;66;21;7,3;3,5
28/04/2020;1400 UTC;0;978,1;28,2;60;25;7,4;4,3
28/04/2020;1500 UTC;0;977,2;30,7;56;29;8,8;3,9
28/04/2020;1600 UTC;0;976,2;31,1;51;15;11,7;5,7
28/04/2020;1700 UTC;0;975,5;32,8;50;5;10,5;5,1
28/04/2020;1800 UTC;0;974,7;32,3;43;5;10,8;5,2
28/04/2020;1900 UTC;0;974,2;31,9;45;29;10,2;5
28/04/2020;2000 UTC;0;974,3;31,2;47;24;9;3,2
28/04/2020;2100 UTC;0;974,6;28,8;53;30;6,7;2,4
28/04/2020;2200 UTC;0;975;26;62;36;4;1,9
28/04/2020;2300 UTC;0;975,9;25,7;66;32;2,8;1,8
29/04/2020;0000 UTC;0;976,8;24,8;67;360;2,6;1,4
29/04/2020;0100 UTC;0;977,3;22,8;76;335;2;1
29/04/2020;0200 UTC;0;977,4;22,2;82;318;1,4;1
29/04/2020;0300 UTC;0;977,5;21,2;84;25;1,7;0,4
29/04/2020;0400 UTC;0;977,5;20,9;87;294;2,5;1
29/04/2020;0500 UTC;0;977,3;20,5;87;296;1,7;0,8
29/04/2020;0600 UTC;0;977,2;20,7;89;302;1,8;1,5
29/04/2020;0700 UTC;0;977,8;19,7;91;228;2;1
29/04/2020;0800 UTC;0;977,9;19,1;92;214;2,2;1,6
29/04/2020;0900 UTC;0;978,2;19,3;93;130;2,2;1,5
29/04/2020;1000 UTC;0;978,9;19;94;207;3;1,5
29/04/2020;1100 UTC;0;979,6;21,5;92;261;2,2;1,1
29/04/2020;1200 UTC;0;979,8;24,7;86;338;2,3;1
29/04/2020;1300 UTC;0;980,2;27,6;71;6;4,6;2,8
29/04/2020;1400 UTC;0;979,8;29,6;60;16;5,4;2,9
29/04/2020;1500 UTC;0;979,3;30,8;55;7;6,3;2,7
29/04/2020;1600 UTC;0;978,5;31,8;53;12;5,1;2,9
29/04/2020;1700 UTC;0;977,9;32,9;48;35;5,5;1,7
29/04/2020;1800 UTC;0;977,2;32,9;37;146;7,4;3,2
29/04/2020;1900 UTC;0;976,3;32,2;37;126;7,4;3,6
29/04/2020;2000 UTC;0;975,7;31;40;108;6,2;3,6
29/04/2020;2100 UTC;0;975,4;27,8;52;71;4,9;3
29/04/2020;2200 UTC;0;975,8;24,7;63;94;4,2;0,9
29/04/2020;2300 UTC;0;976,7;22,5;74;212;5,1;2,9
30/04/2020;0000 UTC;0;977,5;22,2;76;232;5,1;1,7
30/04/2020;0100 UTC;0;977,9;21,9;82;254;4,9;0,9
30/04/2020;0200 UTC;0;977,8;20,5;83;315;2,6;1,7
30/04/2020;0300 UTC;0;977,7;19,6;86;255;2,3;1,1
30/04/2020;0400 UTC;0;977,5;19,5;88;244;1,8;1
30/04/2020;0500 UTC;0;977,2;19,1;87;239;1,9;0,4
30/04/2020;0600 UTC;0;976,9;18,6;87;260;1,2;0,9
30/04/2020;0700 UTC;0;977;18,1;90;253;1,9;0,9
30/04/2020;0800 UTC;0;977,1;17,7;92;298;1,9;0,7
30/04/2020;0900 UTC;0;977,8;17,5;94;227;1,7;0,7
