REGIAO:;CO;;;;;;;
UF:;MS;;;;;;;
ESTACAO:;BONITO;;;;;;;
CODIGO (WMO):;S704;;;;;;;
LATITUDE:;-21,246756;;;;;;;
LONGITUDE:;-56,450442;;;;;;;
ALTITUDE:;329;;;;;;;
DATA DE FUNDACAO:;06/08/2018;;;;;;;
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s)
18/06/2020;2300 UTC;0;975,7;23,2;75;27;4;2,7
19/06/2020;0000 UTC;0;976;22,9;74;30;4,9;3,2
19/06/2020;0100 UTC;0;976,4;22,1;77;15;5,2;2,2
19/06/2020;0200 UTC;0;976,5;21,3;81;1;4,4;2,5
19/06/2020;0300 UTC;0;976,4;21,3;81;7;4,9;2
19/06/2020;0400 UTC;0;976,4;21,2;79;12;4,6;1,8
19/06/2020;0500 UTC;0;975,9;21,3;80;3;5;3,2
19/06/2020;0600 UTC;0;975,7;20,5;81;14;5,2;2,6
19/06/2020;0700 UTC;0;975,6;20,2;85;15;4,5;1,9
19/06/2020;0800 UTC;0;975,6;17,9;90;9;4,2;1,4
19/06/2020;0900 UTC;0;975,8;20,5;93;9;4,6;2,6
19/06/2020;1000 UTC;0;976,1;19,3;86;28;4,6;2,9
19/06/2020;1100 UTC;0;976,6;20,9;86;11;5,3;2,7
19/06/2020;1200 UTC;0;977,3;23;80;10;6,2;3,4
19/06/2020;1300 UTC;0;977,8;25,3;72;10;7,4;3,8
19/06/2020;1400 UTC;0;977,7;27,2;64;3;8,4;4,6
19/06/2020;1500 UTC;0;977,1;28,3;58;2;10,2;5,7
19/06/2020;1600 UTC;0;976,1;29,8;52;9;10,8;5,5
19/06/2020;1700 UTC;0;975,2;30,1;50;350;11,6;6,8
19/06/2020;1800 UTC;0;974,6;29,9;49;350;12,2;7,8
19/06/2020;1900 UTC;0;974,2;29,9;50;347;12,2;7,2
19/06/2020;2000 UTC;0;974,2;29,1;51;355;11,8;5,4
19/06/2020;2100 UTC;0;974,6;27,3;56;359;9,5;3,8
19/06/2020;2200 UTC;0;974,9;25;66;15;7;2,5
19/06/2020;2300 UTC;0;975,6;23,5;73;28;4,6;2,3
20/06/2020;0000 UTC;0;976;23;76;22;4;2,8
20/06/2020;0100 UTC;0;976,8;22,2;78;6;3,7;1,8
20/06/2020;0200 UTC;0;977,1;20;88;312;3,2;0,7
20/06/2020;0300 UTC;0;977,2;19,1;89;339;1,7;1,1
20/06/2020;0400 UTC;0;977,3;18,9;97;302;2,7;1,7
20/06/2020;0500 UTC;0;977,1;17,8;95;335;2,7;0,8
20/06/2020;0600 UTC;0;976,6;18,1;96;2;2,3;1,6
20/06/2020;0700 UTC;0;976,1;19,4;98;14;3,9;2,3
20/06/2020;0800 UTC;0;976,3;18,6;96;1;4;2,5
20/06/2020;0900 UTC;0;976,7;15,9;95;288;3,9;0,5
20/06/2020;1000 UTC;0;977,2;19;97;11;5,2;2,7
20/06/2020;1100 UTC;0;977,8;20;89;2;5,2;2,6
20/06/2020;1200 UTC;0;978,5;22,6;84;358;4,5;2
20/06/2020;1300 UTC;0;979,1;25;77;4;6,3;3,3
20/06/2020;1400 UTC;0;979,1;27,4;65;8;6,8;3,5
20/06/2020;1500 UTC;0;978,7;28;59;358;13,3;7,6
20/06/2020;1600 UTC;0;977,8;29;50;358;13,3;6
20/06/2020;1700 UTC;0;976,6;29,6;49;5;11,6;6,4
20/06/2020;1800 UTC;0;975,5;30,2;49;345;12,7;7,4
20/06/2020;1900 UTC;0;975,3;29,6;46;357;12,7;7
20/06/2020;2000 UTC;0;975,4;28,9;48;1;11,7;5,6
20/06/2020;2100 UTC;0;975,6;26,8;54;360;10,8;3,9
20/06/2020;2200 UTC;0;975,7;24,3;63;18;6,4;2,1
20/06/2020;2300 UTC;0;975,5;22,4;71;33;4,3;2,6
21/06/2020;0000 UTC;0;975,6;22,2;75;29;4,3;2,9
21/06/2020;0100 UTC;0;975,7;21,5;76;15;4,6;2,3
21/06/2020;0200 UTC;0;975,5;20,7;78;21;4,7;2,8
21/06/2020;0300 UTC;0;975,2;21,2;78;6;5,2;3,1
21/06/2020;0400 UTC;0;974,5;20,1;80;359;5,6;3,4
21/06/2020;0500 UTC;0;974,3;18,7;80;354;5;1,4
21/06/2020;0600 UTC;0;973,9;17,1;85;331;2,2;1,9
21/06/2020;0700 UTC;0;973,7;18,3;87;8;3,6;2,2
21/06/2020;0800 UTC;0;973,9;17,7;84;359;3,6;2
21/06/2020;0900 UTC;0;974,5;15,2;91;24;2,9;1,7
21/06/2020;1000 UTC;0;975,3;16,7;91;326;3,6;1,2
21/06/2020;1100 UTC;0;976,1;17,1;91;8;2,5;0,9
21/06/2020;1200 UTC;0;977,1;22,1;87;39;2,5;1,5
21/06/2020;1300 UTC;0;977,5;24;70;13;4,9;2,6
21/06/2020;1400 UTC;0;977,5;25,6;62;36;7,3;4,7
21/06/2020;1500 UTC;0;976,8;28,5;56;359;10,5;5,2
21/06/2020;1600 UTC;0;976,1;29,9;46;358;11,8;5,1
21/06/2020;1700 UTC;0;975,6;29,4;45;6;13,3;6,6
21/06/2020;1800 UTC;0;975,2;29,6;46;358;11,8;5,9
21/06/2020;1900 UTC;0;975;29,6;46;359;11,4;6,2
21/06/2020;2000 UTC;0;975,2;29;47;2;10,1;5,2
21/06/2020;2100 UTC;0;975,8;26;57;18;9;2,7
21/06/2020;2200 UTC;0;976,3;22,6;69;47;4,7;2,6
21/06/2020;2300 UTC;0;976,9;21,6;73;49;4,5;2,7
22/06/2020;0000 UTC;0;977,6;22,5;74;14;4,4;1,7
22/06/2020;0100 UTC;0;978,2;19,2;87;354;2,8;1,1
22/06/2020;0200 UTC;0;978,8;19,2;88;338;1,4;1,2
22/06/2020;0300 UTC;0;978,6;21,6;86;12;3,5;2,4
22/06/2020;0400 UTC;0;978,1;18,2;86;50;4;2,7
22/06/2020;0500 UTC;0;978,1;17,7;90;314;4,9;0,9
22/06/2020;0600 UTC;0;977,7;17,2;94;323;2,1;1,5
22/06/2020;0700 UTC;0;977,3;16,2;96;334;2,4;1
22/06/2020;0800 UTC;0;976,9;16,1;97;324;1,6;1
22/06/2020;0900 UTC;0;976,8;15,6;97;339;1,5;0,6
22/06/2020;1000 UTC;0;977,1;15,3;97;9;1,3;0,4
22/06/2020;1100 UTC;0;977,3;17,5;98;340;1,7;0,5
22/06/2020;1200 UTC;0;978,1;20,9;91;345;2,8;1,8
22/06/2020;1300 UTC;0;978,5;24,6;79;1;4;2,4
22/06/2020;1400 UTC;0;978,4;27;61;14;5,8;3,5
22/06/2020;1500 UTC;0;977,8;29,1;55;24;6,6;2,7
22/06/2020;1600 UTC;0;976,8;30,9;50;10;8,2;4
22/06/2020;1700 UTC;0;975,8;30,9;48;14;8;4,6
22/06/2020;1800 UTC;0;975,2;30,9;42;332;9,9;5,9
22/06/2020;1900 UTC;0;974,8;30,2;44;351;8,7;3,7
22/06/2020;2000 UTC;0;974,6;27,9;52;349;6,2;2,3
22/06/2020;2100 UTC;0;974,6;26,2;59;9;3,6;1,8
22/06/2020;2200 UTC;0;974,7;24,8;64;23;3,3;2,1
22/06/2020;2300 UTC;0;974,9;23,7;67;25;3,8;1,9
23/06/2020;0000 UTC;0;975;23,5;69;20;4;2,8
23/06/2020;0100 UTC;0;974,9;22,5;71;9;4;2,2
23/06/2020;0200 UTC;0;974,9;20,2;79;36;3,4;2
23/06/2020;0300 UTC;0;974,6;17,9;92;304;2,8;1,4
23/06/2020;0400 UTC;0;974,1;18,6;92;352;3,6;1,8
23/06/2020;0500 UTC;0;973,6;17,2;91;56;2,8;1,2
23/06/2020;0600 UTC;0;973,5;16,7;96;122;1,7;1,1
23/06/2020;0700 UTC;0;973,1;15,8;95;32;2,7;1,8
23/06/2020;0800 UTC;0;973,1;19,6;86;22;3,8;2,6
23/06/2020;0900 UTC;0;973,1;19;76;20;4,3;2,5
23/06/2020;1000 UTC;0;973,3;17,9;81;8;4,2;2,6
23/06/2020;1100 UTC;0;973,9;16,5;94;331;3,9;1,7
23/06/2020;1200 UTC;0;974,4;21,9;90;20;3,5;1,9
23/06/2020;1300 UTC;0;974,5;23,8;69;13;6,9;3,8
23/06/2020;1400 UTC;0;974,2;26,3;59;11;7,9;4
23/06/2020;1500 UTC;0;973,7;28,3;51;3;12,6;7,2
23/06/2020;1600 UTC;0;972,7;28,9;43;4;13,1;6,7
23/06/2020;1700 UTC;0;971,3;29,2;45;3;12,4;7,3
23/06/2020;1800 UTC;0;970,4;29,4;46;350;12,7;6,1
23/06/2020;1900 UTC;0;969,9;29,3;46;6;11,2;5,7
23/06/2020;2000 UTC;0;970;28,4;48;3;10,4;5,5
23/06/2020;2100 UTC;0;970,1;25,7;57;16;9,6;2,9
23/06/2020;2200 UTC;0;970,3;24;62;19;6;2,7
23/06/2020;2300 UTC;0;970,2;22,2;69;22;5;2,9
24/06/2020;0000 UTC;0;970,5;22,5;70;10;5,2;2,9
24/06/2020;0100 UTC;0;971;20,9;73;10;5,2;2,2
24/06/2020;0200 UTC;0;971,1;20,6;75;38;5,8;3,9
24/06/2020;0300 UTC;0;971,3;20;75;20;5,8;2,7
24/06/2020;0400 UTC;0;971;20;80;37;6,1;4,3
24/06/2020;0500 UTC;0;971;20,2;75;16;6,1;2,4
24/06/2020;0600 UTC;0;970,7;19,1;78;7;4,6;2,1
24/06/2020;0700 UTC;0;970,6;19,1;79;6;5,2;3
24/06/2020;0800 UTC;0;970,8;19,2;77;8;6;2,5
24/06/2020;0900 UTC;0;971,1;18,8;79;21;4,7;3,2
24/06/2020;1000 UTC;0;971,8;18,5;78;15;5,7;2,6
24/06/2020;1100 UTC;0;972,6;19,3;80;15;4,5;2,8
24/06/2020;1200 UTC;0;973,1;21,6;74;10;6,3;3,3
24/06/2020;1300 UTC;0;973,5;23,6;62;10;7,4;4
24/06/2020;1400 UTC;0;973,1;25,5;57;8;10,4;5,7
24/06/2020;1500 UTC;0;972,7;26,7;48;356;15,4;9,3
24/06/2020;1600 UTC;0;971,6;27,4;49;4;15,5;8,5
24/06/2020;1700 UTC;0;970,3;28,3;47;1;15,5;8,9
24/06/2020;1800 UTC;0;969;28,6;46;357;16,1;8,3
24/06/2020;1900 UTC;0;968,5;28,7;46;2;13,5;6,8
24/06/2020;2000 UTC;0;968,2;27,6;46;360;14,4;6,1
24/06/2020;2100 UTC;0;968,6;25,8;52;4;10,3;3,2
24/06/2020;2200 UTC;0;969,4;23,7;60;16;5,9;1,8
24/06/2020;2300 UTC;0;969,8;23,2;62;10;4,3;2,5
25/06/2020;0000 UTC;0;970,2;22,9;64;6;5;3
25/06/2020;0100 UTC;0;970,2;22,1;66;2;5,5;3,4
25/06/2020;0200 UTC;0;971,2;21,4;68;344;6,5;2,6
25/06/2020;0300 UTC;0;971,4;21,7;68;357;4,1;2,1
25/06/2020;0400 UTC;0;971,6;21,6;68;16;5;2,4
25/06/2020;0500 UTC;0;971,9;21,2;71;24;5;2,5
25/06/2020;0600 UTC;0;971,8;20,8;73;36;3,6;2,4
25/06/2020;0700 UTC;0;971,6;20,5;74;30;4,1;2,6
25/06/2020;0800 UTC;0;971,9;21,5;74;27;5,4;3,2
25/06/2020;0900 UTC;0;972,3;21,6;71;29;5,4;3,2
25/06/2020;1000 UTC;0;972,9;21,5;70;34;6,1;4
25/06/2020;1100 UTC;0;973,7;21,4;72;5;7,5;3,9
25/06/2020;1200 UTC;0;974,7;22,6;76;15;6,4;2,2
25/06/2020;1300 UTC;0;975,4;22,8;73;357;6,6;4,3
25/06/2020;1400 UTC;0,2;975,2;22,6;86;10;7,2;2,9
25/06/2020;1500 UTC;0,2;975,3;23,5;87;20;5,2;2,9
25/06/2020;1600 UTC;0;974,6;23,2;78;2;8,4;4,6
25/06/2020;1700 UTC;0,2;974,2;22,4;86;360;8,7;4,5
25/06/2020;1800 UTC;0,4;974,1;23,1;86;328;7;2,7
25/06/2020;1900 UTC;0;974,5;24,4;87;257;3,7;1,8
25/06/2020;2000 UTC;0;975;23,5;82;215;5,7;3,3
25/06/2020;2100 UTC;0;977;18,1;92;187;13,8;8,5
25/06/2020;2200 UTC;0;977,8;17;92;191;12,9;5,6
25/06/2020;2300 UTC;0;978,6;16,1;91;189;11,3;6,6
26/06/2020;0000 UTC;0;978,5;15,5;95;194;11,5;7,1
26/06/2020;0100 UTC;0;979,5;15,4;94;182;12;5,2
26/06/2020;0200 UTC;0;979;15,5;94;192;10,3;7
26/06/2020;0300 UTC;0;979,4;15,6;92;180;10,3;4,2
26/06/2020;0400 UTC;0;979,6;15,5;92;173;7,2;3,1
26/06/2020;0500 UTC;0;979,1;15,5;92;186;8,1;4,3
26/06/2020;0600 UTC;0;978,5;15,4;92;188;7,2;3,9
26/06/2020;0700 UTC;0;977,2;15;93;178;7,4;5
26/06/2020;0800 UTC;0;977,7;14,9;93;191;7;2,9
26/06/2020;0900 UTC;0;978,1;14,7;92;225;5;1,8
26/06/2020;1000 UTC;0;977,7;14,1;94;208;3,6;2
26/06/2020;1100 UTC;0;977,9;14;94;204;3,6;1,4
26/06/2020;1200 UTC;0,4;978,7;13,9;94;182;3,7;2,2
26/06/2020;1300 UTC;1,2;978,5;14,6;95;163;5,3;2,7
26/06/2020;1400 UTC;0,2;978,6;15,1;94;101;5;1,8
26/06/2020;1500 UTC;0,2;978;15,2;94;100;4,2;2,6
26/06/2020;1600 UTC;0;976,4;16,1;92;77;5,3;2,3
26/06/2020;1700 UTC;0;975,7;16,1;91;11;3,9;1,9
26/06/2020;1800 UTC;0,6;974,8;16,2;93;12;3,8;0,9
26/06/2020;1900 UTC;0;974,9;16,5;92;323;3,2;1
26/06/2020;2000 UTC;0;975,2;16,4;93;224;2,8;2
26/06/2020;2100 UTC;0;975,5;15,9;96;209;5,4;3
26/06/2020;2200 UTC;0,2;975,4;14,1;97;197;9;5,9
26/06/2020;2300 UTC;0,2;975,7;12,9;97;200;9;5,6
27/06/2020;0000 UTC;1,8;976,4;12,5;97;206;7,8;4,6
27/06/2020;0100 UTC;0,2;976,7;12,4;96;200;8,1;4,3
27/06/2020;0200 UTC;0,2;977,5;12,5;97;228;7,1;4,8
27/06/2020;0300 UTC;5;976,9;12,5;97;227;7,1;1,2
27/06/2020;0400 UTC;1,4;976,8;12,6;98;231;3,8;2,9
27/06/2020;0500 UTC;0,8;975,9;12,7;98;201;4,7;2,1
27/06/2020;0600 UTC;1,4;976,4;12,7;97;222;4,6;2,4
27/06/2020;0700 UTC;13,4;976,4;12,5;98;226;4,5;2,6
27/06/2020;0800 UTC;3,8;976,1;12,2;98;210;6,3;3,9
27/06/2020;0900 UTC;0,8;975,9;12,1;97;176;6,1;4,1
27/06/2020;1000 UTC;0;977,2;11,7;97;211;7,3;4,1
27/06/2020;1100 UTC;0;977,8;11,9;96;217;6,5;3,4
27/06/2020;1200 UTC;0;978,9;12,2;95;216;5,4;3,4
27/06/2020;1300 UTC;0;979,3;13,1;94;195;5,9;4,4
27/06/2020;1400 UTC;0;979,6;13,1;94;196;6,7;3,5
27/06/2020;1500 UTC;0;978,9;14,1;92;196;5,1;2,2
27/06/2020;1600 UTC;0;978,6;15,1;89;197;5,3;3,1
27/06/2020;1700 UTC;0;978;16,3;85;178;6,1;3,4
27/06/2020;1800 UTC;0;977,6;17,2;82;172;6;3,5
27/06/2020;1900 UTC;0;977,6;16,5;78;164;6;2,9
27/06/2020;2000 UTC;0,2;977,7;16,5;80;167;4,8;2,8
27/06/2020;2100 UTC;0;978,5;14,3;87;131;4,1;2,4
27/06/2020;2200 UTC;0;978,5;13;93;143;3,3;1,9
27/06/2020;2300 UTC;0;978,9;12,5;94;148;3,4;2,4
28/06/2020;0000 UTC;0;979,4;13;95;14;3,3;0,3
28/06/2020;0100 UTC;0;980,2;13,4;95;320;2,7;1,9
28/06/2020;0200 UTC;0;979,8;13,5;94;205;2,7;1,2
28/06/2020;0300 UTC;0;980,2;13,9;95;292;5,6;1,7
28/06/2020;0400 UTC;0;979,8;13,9;95;229;3;2,3
28/06/2020;0500 UTC;0;979,5;14,2;93;250;3,2;1,1
28/06/2020;0600 UTC;0;979;14,3;94;101;2,2;1,1
28/06/2020;0700 UTC;0;978,9;14,1;94;193;2,6;1,5
28/06/2020;0800 UTC;0;978,6;14,1;93;220;3,5;1,6
28/06/2020;0900 UTC;0;978,7;13,9;93;174;2,6;0,9
28/06/2020;1000 UTC;0;979;13,8;94;203;2,5;1,6
28/06/2020;1100 UTC;0;979,8;14,1;93;197;2,7;1,9
28/06/2020;1200 UTC;0;980,3;14,9;91;237;2,7;1,2
28/06/2020;1300 UTC;0;980,6;16,5;89;129;3;1,1
28/06/2020;1400 UTC;0;980,7;18,3;88;51;3,5;1,6
28/06/2020;1500 UTC;0;980;18,9;84;52;4,5;2,3
28/06/2020;1600 UTC;0;979,4;18,8;84;34;4,9;2,7
28/06/2020;1700 UTC;0;978,3;19,1;85;36;5,2;2,4
28/06/2020;1800 UTC;0;977,7;19,3;84;68;4,6;2,6
28/06/2020;1900 UTC;0;977,4;19,4;84;56;4,4;2,1
28/06/2020;2000 UTC;0;977,2;19,4;83;35;3,8;2,1
28/06/2020;2100 UTC;0;977,1;18,9;88;67;3,4;1,4
28/06/2020;2200 UTC;0;977,2;18,8;90;54;2,5;1,3
28/06/2020;2300 UTC;0;977,8;18,8;91;22;2,5;1,1
29/06/2020;0000 UTC;0;978,2;18,6;93;47;1,7;0,6
29/06/2020;0100 UTC;0;978,3;18,2;94;144;1,3;0,3
29/06/2020;0200 UTC;0;978,2;18,2;97;133;2;1
29/06/2020;0300 UTC;0;977,9;17,7;96;75;1,9;1,3
29/06/2020;0400 UTC;0;977,5;17,9;95;39;1,7;0,7
29/06/2020;0500 UTC;0;977,3;17,5;97;180;1,7;1,1
29/06/2020;0600 UTC;0;976,9;17,5;97;227;1,8;0,6
29/06/2020;0700 UTC;0;976,3;17,6;97;49;2,9;2,3
29/06/2020;0800 UTC;0;976;17,8;95;14;4,1;1,9
29/06/2020;0900 UTC;0;976,3;17,2;97;263;4,1;0,4
29/06/2020;1000 UTC;0;976,4;17,8;97;19;3,6;2,2
29/06/2020;1100 UTC;0;976,8;17,9;95;33;4,9;2,3
29/06/2020;1200 UTC;0;977,6;19;96;36;6,3;2,9
29/06/2020;1300 UTC;0;977,8;20,1;92;46;6,9;4,5
29/06/2020;1400 UTC;0;977,7;22;86;35;8,3;4,8
29/06/2020;1500 UTC;0;976,5;23,2;79;42;8,8;4,9
29/06/2020;1600 UTC;0;975,4;23,8;75;26;8,4;4,6
29/06/2020;1700 UTC;0;974,2;25,7;71;38;8,6;4,5
29/06/2020;1800 UTC;0;973;26,6;67;25;7,3;3,5
29/06/2020;1900 UTC;0;972,2;26,9;66;4;9,1;4,8
29/06/2020;2000 UTC;0;972;25,8;70;17;9,1;2,9
29/06/2020;2100 UTC;0;972,1;23,7;77;10;5,7;1,9
29/06/2020;2200 UTC;0;972,1;22,3;84;27;3;2
29/06/2020;2300 UTC;0;971,9;22,1;85;25;4;2,7
30/06/2020;0000 UTC;0;972,1;21,4;88;9;4,4;2,2
30/06/2020;0100 UTC;0;971,7;20,8;92;19;4,6;2,7
30/06/2020;0200 UTC;0;971,8;20,9;91;7;6,2;3,1
30/06/2020;0300 UTC;0;971,2;20,2;91;6;4,9;1,8
30/06/2020;0400 UTC;0;970,6;20,1;91;17;5;2,2
30/06/2020;0500 UTC;0;970,4;19,9;91;13;5;2,1
30/06/2020;0600 UTC;0;970,1;19;92;22;4,7;1
30/06/2020;0700 UTC;0;969,4;17,8;96;50;3,3;1,6
30/06/2020;0800 UTC;0;969,7;17,4;98;50;2,5;1
30/06/2020;0900 UTC;0;970,2;16,8;98;85;1,7;1
30/06/2020;1000 UTC;0;971;17,2;99;27;2,9;1,9
30/06/2020;1100 UTC;0;972,8;17,5;99;68;2,9;0,8
30/06/2020;1200 UTC;0;972,6;20,5;98;40;5,1;3,3
30/06/2020;1300 UTC;0;971,8;22,9;90;9;11,2;4,4
30/06/2020;1400 UTC;0;971,7;25,4;80;6;10,6;6,3
30/06/2020;1500 UTC;0;971,6;26,1;71;3;11,6;5
30/06/2020;1600 UTC;0;971;28,3;71;11;8,5;3,7
30/06/2020;1700 UTC;0;969,9;31;66;326;18,2;10,2
30/06/2020;1800 UTC;0;969,9;28,9;52;317;16,4;8,1
30/06/2020;1900 UTC;0;969,8;28,1;58;305;11,5;6,4
30/06/2020;2000 UTC;0;970,5;26,5;61;251;9,6;5,5
30/06/2020;2100 UTC;0;971,3;24,8;66;236;8,9;4,6
30/06/2020;2200 UTC;0;972;22,6;77;230;6,7;2,3
30/06/2020;2300 UTC;0;972,6;21,3;83;242;4,5;1,6
01/07/2020;0000 UTC;0;974,3;19,1;84;198;15;7
01/07/2020;0100 UTC;0;975,4;17,5;74;203;12,2;5
01/07/2020;0200 UTC;0;975,6;17,1;75;201;11,7;7,2
01/07/2020;0300 UTC;0;976,5;16,6;77;194;10,3;5,4
01/07/2020;0400 UTC;0;977;16,6;78;197;11;7
01/07/2020;0500 UTC;0;977,7;16,4;78;197;11,4;6,5
01/07/2020;0600 UTC;0;977,6;15,9;78;191;12;7,8
01/07/2020;0700 UTC;0;978,1;15,3;76;196;12;6,4
01/07/2020;0800 UTC;0;978,3;14,8;70;189;11,4;6,9
01/07/2020;0900 UTC;0;978,8;14,4;65;188;11,3;5,6
01/07/2020;1000 UTC;0;979,3;14;66;187;11;5,3
01/07/2020;1100 UTC;0;979,9;13,6;71;199;8,9;5,1
01/07/2020;1200 UTC;0;980,4;14,3;70;200;8;5,3
01/07/2020;1300 UTC;0;980,8;16,2;60;182;9;5,6
01/07/2020;1400 UTC;0;980,5;17,6;45;186;11,9;7,3
01/07/2020;1500 UTC;0;979,8;18,9;42;179;10,5;4,3
01/07/2020;1600 UTC;0;979;19,9;40;171;9,4;4,7
01/07/2020;1700 UTC;0;978;20,3;37;196;10,1;5,1
01/07/2020;1800 UTC;0;977,3;20,3;35;197;8,7;4,6
01/07/2020;1900 UTC;0;976,9;19,8;36;186;7,8;5,1
01/07/2020;2000 UTC;0;976,7;19;36;179;7,3;4,1
01/07/2020;2100 UTC;0;976,9;15,4;51;172;6,2;2,7
01/07/2020;2200 UTC;0;977;13,1;64;176;4,8;3,3
01/07/2020;2300 UTC;0;977,4;11,4;73;185;4,5;2,4
02/07/2020;0000 UTC;0;977,9;10,6;74;288;3,4;1,7
02/07/2020;0100 UTC;0;978,3;9,1;80;243;3,7;3,2
02/07/2020;0200 UTC;0;978,5;8,5;83;216;3,9;2
02/07/2020;0300 UTC;0;978,4;7,8;84;233;3,7;2,7
02/07/2020;0400 UTC;0;978,3;7,9;89;215;3,9;2,2
02/07/2020;0500 UTC;0;977,8;7,5;88;225;3,2;2
02/07/2020;0600 UTC;0;978,1;6,9;91;236;3,1;2,1
02/07/2020;0700 UTC;0;977,9;6,5;93;228;3,4;1,5
02/07/2020;0800 UTC;0;978,2;6,6;93;195;4;1,5
02/07/2020;0900 UTC;0;978,3;8,2;95;186;2,7;1,2
02/07/2020;1000 UTC;0;979,3;9;93;194;3,3;2
02/07/2020;1100 UTC;0;979,8;9,8;91;208;3;1
02/07/2020;1200 UTC;0;980,5;10,9;90;157;3,5;2,1
02/07/2020;1300 UTC;0;981,1;12,4;88;118;5,1;2,7
02/07/2020;1400 UTC;0;980,9;14,1;79;130;5;2
02/07/2020;1500 UTC;0;980,2;16,5;71;147;4,8;2,5
02/07/2020;1600 UTC;0;979,4;18;64;138;5,2;2,2
02/07/2020;1700 UTC;0;979;20;56;162;4,7;1,9
02/07/2020;1800 UTC;0;977,9;20,1;47;109;4,8;2,1
02/07/2020;1900 UTC;0;977,8;19,2;49;204;4,9;2,7
02/07/2020;2000 UTC;0;977,6;19,1;48;178;4,9;2,1
02/07/2020;2100 UTC;0;977,9;17,3;59;196;4,1;1,8
02/07/2020;2200 UTC;0;978,2;14,8;67;186;4,7;3,5
02/07/2020;2300 UTC;0;979,1;12,7;74;196;5,6;3
03/07/2020;0000 UTC;0;979,3;11,4;81;205;4,3;3
03/07/2020;0100 UTC;0;979,6;10,2;85;213;4,3;1,7
03/07/2020;0200 UTC;0;979,8;10;88;217;4,5;3,6
03/07/2020;0300 UTC;0;980;9,5;88;216;4,5;3,1
03/07/2020;0400 UTC;0;979,8;9;89;214;4,8;2,8
03/07/2020;0500 UTC;0;979,8;8,5;92;212;3,7;2,4
03/07/2020;0600 UTC;0;979,6;8,1;93;222;4,1;1,9
03/07/2020;0700 UTC;0;979,5;8,1;94;219;4,4;3,3
03/07/2020;0800 UTC;0;979,6;7,5;95;228;4,3;2,3
03/07/2020;0900 UTC;0;979,6;7,1;96;223;3,5;2,1
03/07/2020;1000 UTC;0;980;6,6;96;229;2,8;2,2
03/07/2020;1100 UTC;0;980,7;7,9;98;227;2,7;1
03/07/2020;1200 UTC;0;981;10,9;98;177;3,3;1,8
03/07/2020;1300 UTC;0;981,5;13,2;87;127;4,7;2,3
03/07/2020;1400 UTC;0;980,9;15,2;76;120;4,3;2,1
03/07/2020;1500 UTC;0;980,2;17,8;68;109;4,5;1,9
03/07/2020;1600 UTC;0;979,3;19,8;59;76;4,6;1,9
03/07/2020;1700 UTC;0;978,3;21;51;113;5,3;1,8
03/07/2020;1800 UTC;0;977,5;21,8;49;94;5,3;1,2
03/07/2020;1900 UTC;0;977;22;46;66;3,9;2
03/07/2020;2000 UTC;0;976,6;21;52;78;3,7;1,9
03/07/2020;2100 UTC;0;976,6;17,4;62;80;3,1;2
03/07/2020;2200 UTC;0;976,5;15,6;70;43;2,6;0,6
03/07/2020;2300 UTC;0;976,6;14,5;76;15;2,3;1,1
04/07/2020;0000 UTC;0;976,7;12,7;83;359;1,7;0,7
04/07/2020;0100 UTC;0;976,7;13,5;89;65;4,1;2,5
04/07/2020;0200 UTC;0;976,6;12,6;82;40;3,4;1,1
04/07/2020;0300 UTC;0;976,5;12,1;85;332;2;1,3
04/07/2020;0400 UTC;0;976,3;12,1;86;335;2,9;1,9
04/07/2020;0500 UTC;0;975,7;13,6;86;348;3,8;2,9
04/07/2020;0600 UTC;0;975,4;12,2;82;354;3,5;1,5
04/07/2020;0700 UTC;0;975,1;12,2;89;349;2,6;1,7
04/07/2020;0800 UTC;0;974,9;11,3;88;279;2,6;1,1
04/07/2020;0900 UTC;0;974,9;11,7;89;344;2,4;1,9
04/07/2020;1000 UTC;0;975,3;12,4;85;334;2,4;1,5
04/07/2020;1100 UTC;0;976,2;13,7;80;327;2,5;1,4
04/07/2020;1200 UTC;0;976,9;16;82;357;2,4;1,3
04/07/2020;1300 UTC;0;977,1;18,6;72;10;3,1;1,8
04/07/2020;1400 UTC;0;976,9;19,8;61;22;5,6;2,7
04/07/2020;1500 UTC;0;976,2;21,2;58;29;6,2;3,1
04/07/2020;1600 UTC;0;974,9;24,5;57;40;6,4;3,4
04/07/2020;1700 UTC;0;973,7;26;52;20;7,4;3,8
04/07/2020;1800 UTC;0;972,6;27,2;49;24;7,2;3,7
04/07/2020;1900 UTC;0;971,9;27,6;47;29;7,9;4,6
04/07/2020;2000 UTC;0;971,6;26,6;50;28;7,8;3,6
04/07/2020;2100 UTC;0;971,6;23,6;60;28;7,1;2,8
04/07/2020;2200 UTC;0;971,8;21,9;67;20;4,6;2,6
04/07/2020;2300 UTC;0;971,8;21,2;71;19;4,1;2,4
